survey_year,state,coverage,age_group,source,smartphone_at_home_pct,can_use_smartphone_pct,personal_phone_ownership_pct,boys_can_use_smartphone_pct,girls_can_use_smartphone_pct,boys_own_phone_pct,girls_own_phone_pct,used_for_education_pct,used_for_social_media_pct,data_status,caveat
2024,Karnataka,Rural only,14-16 years,"ASER 2024, asercentre.org",89.1,82.2,32.0,85.5,79.4,36.2,26.9,57.0,76.0,REAL (national benchmark); KA state-specific figures require ASER Karnataka PDF,National figures shown. Karnataka-specific district data available in ASER Centre Karnataka state report PDF. Download from: https://asercentre.org/state-pages/ → Karnataka. District-level data requires parsing the Karnataka district annex.
